Candidate_ID,Gender,Age,Location,Highest_Degree,Specialization,CGPA,Experience_Years,Current_Role,Preferred_Job_Title,Industry,Company_Name,Current_Salary_CNY_K,Expected_Salary_CNY_K,Preferred_Work_Mode,Career_Level,Technical_Skills,Certifications,Communication_Score,Leadership_Score,Problem_Solving_Score,Resume_Score,Job_Applications_Count,Interview_Attempts,Recruiter_Rating,Target_Category
CHN_CND_01250,Male,34,Tianjin,PhD,Cyber Security,8.82,8.8,Full Stack Developer,Data Scientist,Healthcare,Baidu,21.15,32.03,Hybrid,Entry,"Tableau, Machine Learning, Java, NodeJS, Leadership, NLP","TensorFlow Developer, Alibaba Cloud Certification, Tencent Cloud",94.77,88.03,52.41,68.58,18,8,2.02,Highly Suitable
CHN_CND_01251,Male,38,Hangzhou,Associate Degree,Cyber Security,7.47,12.4,Data Analyst,HR Specialist,Finance,Huawei,51.58,60.28,Hybrid,Entry,"SQL, Cloud Computing, ReactJS, Java","Scrum Master, TensorFlow Developer, Huawei HCIA",96.09,51.81,92.81,61.54,27,5,1.79,Highly Suitable
CHN_CND_01252,Female,40,Chengdu,Associate Degree,Finance,7.31,2.2,HR Manager,Backend Developer,Healthcare,JD.com,35.28,47.14,Remote,Mid,"Tableau, ReactJS, Power BI, Alibaba Cloud, PyTorch","Scrum Master, Huawei HCIA, Alibaba Cloud Certification",68.96,96.71,60.65,55.19,34,0,3.98,Less Suitable
CHN_CND_01253,Female,30,Wuhan,Diploma,IoT Engineering,6.24,8.3,AI Engineer,HR Specialist,Telecommunications,Baidu,58.17,69.72,Onsite,Senior,"Java, Tableau, Machine Learning, Communication, Alibaba Cloud",Alibaba Cloud Certification,87.23,51.2,82.52,60.52,2,5,2.24,Highly Suitable
CHN_CND_01254,Male,22,Nanjing,PhD,Finance,7.67,3.7,Cyber Security Analyst,Data Scientist,Telecommunications,Meituan,43.31,55.23,Hybrid,Mid,"Kubernetes, Cyber Security, PyTorch, Python, SQL, Communication","Cisco, Huawei HCIA, Scrum Master",93.08,57.54,63.94,54.67,13,4,3.97,Highly Suitable
CHN_CND_01255,Female,33,Guangzhou,Bachelor,Cyber Security,9.5,1.6,AI Researcher,DevOps Engineer,Telecommunications,Tencent,30.23,39.15,Remote,Entry,"Python, Cloud Computing, Communication, ReactJS, Power BI, PyTorch",Tencent Cloud,99.88,87.67,98.54,89.36,29,7,3.83,Moderately Suitable
CHN_CND_01256,Male,29,Tianjin,Associate Degree,Software Engineering,7.98,14.8,Data Analyst,Backend Developer,Manufacturing,Meituan,25.45,32.17,Onsite,Senior,"Power BI, Deep Learning, Machine Learning, SQL, NodeJS, Cyber Security, Python",PMP,68.05,89.17,98.74,79.23,32,0,1.89,Less Suitable
CHN_CND_01257,Female,35,Beijing,Master,Cloud Computing,6.8,18.6,Software Developer,HR Specialist,Retail,JD.com,47.64,56.41,Hybrid,Mid,"ReactJS, Deep Learning, Tableau, Power BI",TensorFlow Developer,77.26,88.27,94.78,89.49,26,9,3.4,Less Suitable
CHN_CND_01258,Male,21,Chengdu,Bachelor,Artificial Intelligence,7.55,0.8,AI Researcher,Security Engineer,Manufacturing,Tencent,47.62,50.91,Onsite,Entry,"Python, Leadership, Power BI, Data Analysis, NodeJS, Communication, Docker, ReactJS","Tencent Cloud, PMP",55.18,91.85,77.52,84.55,7,2,4.37,Moderately Suitable
CHN_CND_01259,Female,28,Shanghai,MBA,Business Analytics,8.31,2.4,Cyber Security Analyst,Frontend Developer,Retail,Alibaba,13.35,16.36,Onsite,Entry,"Cyber Security, Docker, SQL, Power BI","TensorFlow Developer, Cisco, Huawei HCIA",59.47,68.06,93.1,71.22,5,1,2.99,Less Suitable
CHN_CND_01260,Female,30,Hangzhou,Associate Degree,IoT Engineering,7.05,5.7,Cyber Security Analyst,DevOps Engineer,Education,Meituan,55.34,63.88,Onsite,Entry,"Tableau, Python, Docker, Cyber Security, SQL, NodeJS","Huawei HCIA, Tencent Cloud, TensorFlow Developer",79.92,60.08,53.72,51.05,23,8,4.2,Moderately Suitable
CHN_CND_01261,Male,38,Beijing,Associate Degree,Cloud Computing,9.01,16.6,Business Analyst,HR Specialist,Finance,Lenovo,55.41,60.72,Hybrid,Entry,"Power BI, NodeJS, Python, Java","Alibaba Cloud Certification, Oracle",63.27,60.44,97.21,50.97,24,9,1.6,Highly Suitable
CHN_CND_01262,Male,34,Beijing,Master,Marketing,8.11,11.5,Business Analyst,System Analyst,Telecommunications,JD.com,17.19,26.89,Onsite,Senior,"Cyber Security, PyTorch, Machine Learning, SQL, Python, Alibaba Cloud, TensorFlow, Cloud Computing","PMP, Scrum Master",74.7,75.67,58.2,73.17,28,0,2.96,Less Suitable
CHN_CND_01263,Female,25,Shenzhen,PhD,Business Analytics,8.24,16.3,AI Engineer,Security Engineer,Retail,Xiaomi,54.19,59.37,Onsite,Senior,"NLP, Cyber Security, ReactJS, Python",PMP,88.42,64.44,70.45,76.2,37,0,1.1,Highly Suitable
CHN_CND_01264,Female,42,Hangzhou,MBA,Artificial Intelligence,6.3,1.5,Project Manager,System Analyst,Information Technology,Xiaomi,17.86,24.25,Hybrid,Entry,"Communication, Alibaba Cloud, Data Analysis, PyTorch, Deep Learning",TensorFlow Developer,59.58,95.56,50.96,82.67,37,7,3.69,Less Suitable
CHN_CND_01265,Female,21,Guangzhou,Bachelor,Data Science,7.81,4.0,Cloud Engineer,Backend Developer,Telecommunications,Xiaomi,9.06,18.37,Remote,Entry,"Cyber Security, Power BI, Java, Machine Learning, NodeJS, Alibaba Cloud, Docker, ReactJS","Huawei HCIA, Oracle, Cisco",82.84,57.34,92.05,57.31,19,3,3.2,Moderately Suitable
CHN_CND_01266,Male,33,Shanghai,PhD,Finance,9.11,17.6,Data Analyst,HR Specialist,E-Commerce,Baidu,58.14,64.36,Remote,Entry,"Leadership, Cyber Security, Alibaba Cloud, Java, ReactJS, SQL, Kubernetes, Deep Learning",Tencent Cloud,60.53,77.28,58.99,67.37,21,7,1.58,Moderately Suitable
CHN_CND_01267,Female,35,Hangzhou,Diploma,Artificial Intelligence,8.46,6.6,Project Manager,Backend Developer,Education,Tencent,24.65,31.63,Hybrid,Entry,"NodeJS, Power BI, Python, ReactJS, Tableau","Cisco, Scrum Master",72.1,81.43,57.34,98.51,26,9,2.0,Moderately Suitable
CHN_CND_01268,Male,26,Wuhan,Master,Cyber Security,8.11,15.0,Business Analyst,Security Engineer,Information Technology,ByteDance,22.64,24.9,Remote,Entry,"SQL, ReactJS, Alibaba Cloud, Communication, Leadership, Deep Learning, Kubernetes","PMP, TensorFlow Developer",97.83,69.56,71.01,98.45,44,2,3.1,Highly Suitable
CHN_CND_01269,Female,33,Xi'an,Diploma,Artificial Intelligence,8.73,19.5,Business Analyst,AI Engineer,Telecommunications,Huawei,43.82,57.46,Remote,Mid,"SQL, Cyber Security, Cloud Computing, Python, PyTorch, Machine Learning, Communication","Scrum Master, Alibaba Cloud Certification, Huawei HCIA",86.76,64.52,65.17,89.15,6,6,3.25,Moderately Suitable
CHN_CND_01270,Female,23,Hangzhou,Bachelor,IoT Engineering,7.9,12.8,Project Manager,Data Scientist,Information Technology,Huawei,17.67,23.61,Onsite,Entry,"Data Analysis, Python, Docker, Java, PyTorch","Huawei HCIA, Cisco, PMP",71.1,55.3,96.91,52.21,45,5,1.29,Less Suitable
CHN_CND_01271,Male,31,Beijing,PhD,Cloud Computing,7.45,19.7,Business Analyst,Backend Developer,Education,NetEase,9.64,20.25,Hybrid,Senior,"Machine Learning, Java, Communication, Python",Cisco,82.3,67.81,83.69,86.46,26,8,1.46,Moderately Suitable
CHN_CND_01272,Female,25,Chengdu,Diploma,Cloud Computing,7.11,9.9,Business Analyst,HR Specialist,Retail,Meituan,47.31,56.08,Remote,Entry,"Docker, Communication, TensorFlow, Machine Learning, Kubernetes, Python, NLP, Cloud Computing","PMP, Alibaba Cloud Certification, Huawei HCIA",62.42,87.95,55.91,68.5,30,5,3.75,Moderately Suitable
CHN_CND_01273,Male,24,Xi'an,Bachelor,Marketing,6.88,17.7,Full Stack Developer,Security Engineer,Manufacturing,ByteDance,46.06,55.35,Onsite,Entry,"Cyber Security, Cloud Computing, ReactJS, Alibaba Cloud, Communication, Leadership",Huawei HCIA,75.51,76.04,79.52,53.0,15,9,2.86,Moderately Suitable
CHN_CND_01274,Female,44,Tianjin,Diploma,Artificial Intelligence,6.66,12.8,Business Analyst,Security Engineer,Telecommunications,Alibaba,53.39,60.71,Remote,Mid,"Alibaba Cloud, Kubernetes, ReactJS, Machine Learning, Tableau, Cloud Computing","Cisco, Huawei HCIA, Alibaba Cloud Certification",87.83,91.62,94.03,80.34,42,2,3.8,Highly Suitable
CHN_CND_01275,Male,40,Wuhan,Diploma,Artificial Intelligence,7.94,1.9,Software Developer,Frontend Developer,Manufacturing,Tencent,45.06,47.96,Hybrid,Senior,"PyTorch, Cloud Computing, Cyber Security, Data Analysis, Python, Communication, Power BI","Scrum Master, PMP",73.64,65.54,93.52,58.52,5,7,4.1,Moderately Suitable
CHN_CND_01276,Male,24,Shanghai,Diploma,Human Resources,6.84,18.4,AI Engineer,DevOps Engineer,Telecommunications,Alibaba,48.44,63.14,Hybrid,Senior,"SQL, Docker, Deep Learning, Python",Scrum Master,57.04,76.04,91.45,51.99,4,7,4.5,Moderately Suitable
CHN_CND_01277,Female,30,Nanjing,PhD,Cloud Computing,9.78,11.2,Data Analyst,Security Engineer,Retail,ByteDance,30.54,38.51,Remote,Entry,"Java, Docker, PyTorch, Machine Learning, Leadership, Cyber Security, NodeJS, TensorFlow",Cisco,64.81,81.37,71.0,53.06,26,3,4.25,Less Suitable
CHN_CND_01278,Female,23,Wuhan,Associate Degree,Cloud Computing,6.91,1.8,Cyber Security Analyst,Frontend Developer,Telecommunications,ByteDance,41.53,51.54,Hybrid,Entry,"NLP, ReactJS, Java, Alibaba Cloud, NodeJS, Cyber Security","Huawei HCIA, PMP, Cisco",77.12,61.11,57.35,78.66,22,6,1.95,Less Suitable
CHN_CND_01279,Female,34,Beijing,Master,Cyber Security,9.61,12.9,AI Researcher,Business Consultant,Finance,Lenovo,31.82,45.06,Hybrid,Entry,"Deep Learning, Alibaba Cloud, Power BI, Leadership, NLP","Alibaba Cloud Certification, Tencent Cloud",51.19,52.58,97.94,63.86,44,2,2.56,Highly Suitable
CHN_CND_01280,Male,31,Guangzhou,Master,Software Engineering,9.35,2.7,Full Stack Developer,Business Consultant,Education,Baidu,37.39,47.56,Remote,Senior,"ReactJS, Machine Learning, NodeJS, Python","Cisco, TensorFlow Developer, PMP",77.54,70.54,91.91,99.05,14,6,3.16,Moderately Suitable
CHN_CND_01281,Female,23,Wuhan,PhD,IoT Engineering,7.25,13.8,Software Developer,HR Specialist,Healthcare,NetEase,43.78,54.94,Hybrid,Entry,"Leadership, Java, Machine Learning, PyTorch, Alibaba Cloud, TensorFlow",PMP,78.78,79.71,65.75,67.49,9,2,3.33,Less Suitable
CHN_CND_01282,Male,24,Beijing,PhD,Data Science,9.14,5.4,HR Manager,AI Engineer,Finance,Xiaomi,34.51,38.79,Onsite,Entry,"Communication, Cyber Security, Alibaba Cloud, PyTorch, Java",TensorFlow Developer,94.42,92.56,71.67,87.93,7,3,1.16,Highly Suitable
CHN_CND_01283,Male,39,Tianjin,PhD,Marketing,9.47,3.5,Software Developer,AI Engineer,E-Commerce,ByteDance,34.69,42.22,Hybrid,Entry,"Tableau, Leadership, Cloud Computing, PyTorch, Deep Learning","Scrum Master, Cisco",71.48,76.69,97.76,64.98,12,3,4.2,Moderately Suitable
CHN_CND_01284,Male,30,Shanghai,Bachelor,Artificial Intelligence,9.23,3.0,Cyber Security Analyst,HR Specialist,Education,Huawei,12.26,19.87,Onsite,Entry,"Alibaba Cloud, PyTorch, Kubernetes, Java, NLP, Machine Learning","Huawei HCIA, Scrum Master",73.67,91.46,86.48,60.47,43,6,1.24,Highly Suitable
CHN_CND_01285,Female,39,Xi'an,Associate Degree,Artificial Intelligence,9.0,9.1,Cyber Security Analyst,Security Engineer,Retail,NetEase,9.45,16.47,Remote,Mid,"PyTorch, NodeJS, Power BI, NLP, Tableau, Communication, TensorFlow",Huawei HCIA,91.06,84.94,84.61,75.31,47,7,1.99,Highly Suitable
CHN_CND_01286,Female,37,Shenzhen,PhD,Marketing,8.6,17.9,HR Manager,Backend Developer,Retail,Tencent,41.1,52.06,Onsite,Entry,"Cyber Security, Docker, Java, Communication, Kubernetes",Cisco,72.47,84.47,53.49,92.99,7,8,1.98,Less Suitable
CHN_CND_01287,Male,23,Wuhan,Diploma,Finance,6.71,0.8,Software Developer,DevOps Engineer,Information Technology,Xiaomi,20.27,27.13,Remote,Entry,"Cloud Computing, Java, PyTorch, Power BI, Leadership, Python, Alibaba Cloud","PMP, TensorFlow Developer, Tencent Cloud",53.64,61.25,76.68,84.79,27,2,3.6,Highly Suitable
CHN_CND_01288,Male,42,Hangzhou,PhD,Human Resources,9.48,8.6,HR Manager,DevOps Engineer,E-Commerce,Meituan,30.57,39.05,Remote,Entry,"Kubernetes, Deep Learning, Tableau, Docker, NodeJS","PMP, Cisco",90.25,81.84,94.27,83.92,9,4,3.26,Less Suitable
CHN_CND_01289,Female,38,Chengdu,Bachelor,Cloud Computing,6.49,8.8,Full Stack Developer,Frontend Developer,Healthcare,Xiaomi,48.35,59.7,Hybrid,Mid,"ReactJS, NodeJS, Power BI, Leadership, SQL","PMP, Alibaba Cloud Certification",52.44,93.9,53.99,57.42,46,4,3.51,Highly Suitable
CHN_CND_01290,Male,24,Xi'an,PhD,Marketing,9.3,16.8,AI Engineer,Data Scientist,Manufacturing,Meituan,52.92,56.52,Hybrid,Senior,"PyTorch, Communication, Leadership, Kubernetes, TensorFlow",Huawei HCIA,66.21,79.66,76.95,83.15,44,6,2.76,Moderately Suitable
CHN_CND_01291,Male,21,Shenzhen,Master,IoT Engineering,9.85,6.1,Project Manager,HR Specialist,E-Commerce,JD.com,58.0,67.52,Remote,Senior,"Leadership, Python, ReactJS, SQL, Machine Learning","Scrum Master, TensorFlow Developer, Cisco",68.62,72.88,66.23,59.14,48,2,3.84,Highly Suitable
CHN_CND_01292,Female,24,Xi'an,Associate Degree,Marketing,6.73,0.9,AI Researcher,AI Engineer,Manufacturing,Lenovo,15.82,23.33,Hybrid,Entry,"Kubernetes, NLP, Tableau, Power BI, SQL, Data Analysis","Tencent Cloud, Huawei HCIA, PMP",68.19,56.45,72.83,63.58,43,2,1.38,Moderately Suitable
CHN_CND_01293,Female,21,Wuhan,Bachelor,Business Analytics,6.09,5.2,Project Manager,Security Engineer,E-Commerce,Meituan,38.26,46.03,Hybrid,Senior,"Java, Kubernetes, SQL, Deep Learning, Leadership, Cloud Computing, Alibaba Cloud, Machine Learning","Oracle, TensorFlow Developer",52.01,91.36,80.38,76.19,42,5,1.69,Moderately Suitable
CHN_CND_01294,Male,39,Beijing,PhD,Artificial Intelligence,9.04,19.8,Full Stack Developer,Backend Developer,Telecommunications,Tencent,48.02,62.53,Hybrid,Mid,"Cyber Security, Communication, Python, NLP, PyTorch",PMP,93.74,85.33,88.03,76.16,30,9,4.3,Highly Suitable
CHN_CND_01295,Female,22,Hangzhou,MBA,Human Resources,6.73,15.7,Project Manager,Security Engineer,Manufacturing,ByteDance,31.64,40.04,Hybrid,Mid,"TensorFlow, Data Analysis, Alibaba Cloud, Docker","Scrum Master, Cisco",83.04,77.56,60.33,67.02,48,8,4.7,Moderately Suitable
CHN_CND_01296,Male,29,Wuhan,PhD,Human Resources,6.03,12.9,Business Analyst,System Analyst,Telecommunications,Lenovo,27.03,32.98,Remote,Mid,"Machine Learning, Leadership, Power BI, Data Analysis","Alibaba Cloud Certification, Scrum Master",91.68,54.37,81.54,75.2,35,7,3.42,Less Suitable
CHN_CND_01297,Male,40,Shenzhen,Master,Cloud Computing,7.68,15.5,HR Manager,HR Specialist,Finance,Lenovo,10.71,13.21,Onsite,Senior,"Docker, SQL, Data Analysis, Kubernetes","Oracle, Tencent Cloud",53.15,89.46,76.48,51.45,18,7,3.45,Moderately Suitable
CHN_CND_01298,Male,34,Chengdu,Diploma,Artificial Intelligence,8.38,8.8,AI Engineer,Business Consultant,Information Technology,Huawei,36.84,49.24,Hybrid,Entry,"Python, PyTorch, Deep Learning, Cyber Security, Data Analysis, NLP","PMP, Alibaba Cloud Certification, Oracle",61.24,80.65,81.41,86.71,26,4,4.88,Highly Suitable
CHN_CND_01299,Male,30,Beijing,PhD,Cloud Computing,7.92,11.1,AI Engineer,Frontend Developer,Retail,Meituan,14.94,20.68,Remote,Senior,"Cloud Computing, Leadership, PyTorch, Deep Learning, Data Analysis, Python, SQL, NLP","Cisco, Scrum Master, Alibaba Cloud Certification",81.66,59.16,50.44,67.24,38,7,1.35,Moderately Suitable
CHN_CND_01300,Female,36,Shenzhen,PhD,Cloud Computing,8.45,6.8,AI Engineer,Frontend Developer,Manufacturing,Xiaomi,31.66,38.18,Onsite,Mid,"NodeJS, Power BI, ReactJS, Cyber Security",Oracle,52.14,58.55,71.64,67.81,43,8,4.22,Less Suitable
CHN_CND_01301,Female,39,Nanjing,MBA,Marketing,7.36,8.5,Data Analyst,DevOps Engineer,E-Commerce,Huawei,15.57,28.37,Onsite,Mid,"Cloud Computing, Alibaba Cloud, Java, NLP",Cisco,70.01,94.7,74.83,77.21,46,0,1.68,Less Suitable
CHN_CND_01302,Male,26,Shenzhen,Associate Degree,IoT Engineering,7.6,3.4,HR Manager,HR Specialist,Healthcare,Alibaba,52.74,61.66,Remote,Entry,"Alibaba Cloud, ReactJS, Cyber Security, Java",PMP,80.1,81.75,52.14,99.99,8,1,1.25,Moderately Suitable
CHN_CND_01303,Female,38,Shenzhen,Bachelor,Cyber Security,9.53,19.7,AI Engineer,Business Consultant,E-Commerce,NetEase,25.7,31.76,Hybrid,Senior,"NodeJS, PyTorch, Alibaba Cloud, Tableau, Leadership, Cloud Computing, Data Analysis, Python","TensorFlow Developer, PMP",79.25,60.74,94.45,99.67,42,5,3.06,Moderately Suitable
CHN_CND_01304,Male,23,Guangzhou,Bachelor,Marketing,7.02,10.5,Project Manager,Backend Developer,Manufacturing,Lenovo,55.57,70.22,Hybrid,Senior,"Docker, NodeJS, TensorFlow, Cloud Computing, SQL, Leadership, Deep Learning","Oracle, Cisco, Scrum Master",60.64,54.03,78.09,50.68,23,2,4.95,Less Suitable
CHN_CND_01305,Female,29,Beijing,Associate Degree,Business Analytics,7.28,0.8,Project Manager,Security Engineer,Retail,Baidu,51.43,56.16,Hybrid,Mid,"TensorFlow, ReactJS, Data Analysis, Machine Learning, Communication, Alibaba Cloud",Tencent Cloud,93.5,87.31,60.95,53.59,9,4,2.56,Moderately Suitable
CHN_CND_01306,Female,39,Shenzhen,PhD,Cyber Security,8.92,8.9,AI Engineer,DevOps Engineer,Finance,Lenovo,25.99,33.86,Remote,Mid,"Tableau, Deep Learning, TensorFlow, NLP, ReactJS, Docker",PMP,95.11,52.49,76.21,51.64,8,0,4.54,Less Suitable
CHN_CND_01307,Male,27,Wuhan,Master,Cyber Security,9.29,0.5,Software Developer,Business Consultant,Healthcare,Huawei,59.48,65.67,Onsite,Mid,"PyTorch, Cloud Computing, NodeJS, Kubernetes, Docker, Data Analysis, Machine Learning, ReactJS","PMP, Oracle",59.01,53.14,68.92,92.95,28,0,1.62,Highly Suitable
CHN_CND_01308,Female,28,Chengdu,MBA,Marketing,9.67,19.1,AI Researcher,AI Engineer,Retail,NetEase,30.55,42.76,Hybrid,Senior,"NodeJS, Tableau, Python, PyTorch, Machine Learning, TensorFlow, Communication","Alibaba Cloud Certification, Scrum Master, Cisco",93.85,60.43,74.8,67.39,3,5,3.81,Moderately Suitable
CHN_CND_01309,Male,41,Nanjing,Associate Degree,Cyber Security,7.9,10.5,AI Researcher,System Analyst,Finance,ByteDance,59.09,61.87,Onsite,Entry,"SQL, NLP, Data Analysis, Power BI, Alibaba Cloud, Machine Learning",Huawei HCIA,88.7,57.56,80.58,61.97,37,8,4.68,Moderately Suitable
CHN_CND_01310,Male,35,Xi'an,MBA,Marketing,7.62,12.0,Project Manager,Business Consultant,Telecommunications,Huawei,17.55,23.25,Onsite,Entry,"NodeJS, Java, Cyber Security, Cloud Computing, Docker, Leadership, Tableau","PMP, Huawei HCIA, TensorFlow Developer",67.68,76.24,79.98,78.33,24,2,2.23,Highly Suitable
CHN_CND_01311,Male,21,Shenzhen,Bachelor,IoT Engineering,8.23,19.4,Data Analyst,DevOps Engineer,Finance,Lenovo,42.12,56.91,Onsite,Entry,"Power BI, Kubernetes, SQL, PyTorch",PMP,72.13,77.58,55.79,70.09,24,4,4.39,Highly Suitable
CHN_CND_01312,Female,35,Tianjin,Bachelor,Data Science,7.36,12.0,Data Analyst,Business Consultant,Healthcare,Huawei,26.06,30.49,Hybrid,Entry,"Cyber Security, Tableau, Kubernetes, TensorFlow, PyTorch, Data Analysis, NodeJS, Python","Scrum Master, Alibaba Cloud Certification, TensorFlow Developer",83.99,63.15,71.34,69.34,16,3,3.8,Less Suitable
CHN_CND_01313,Female,35,Beijing,Master,Business Analytics,8.04,6.8,Data Analyst,Security Engineer,E-Commerce,ByteDance,25.43,40.24,Hybrid,Senior,"PyTorch, Kubernetes, Cyber Security, Communication, Tableau, NodeJS, Docker, Leadership","PMP, Cisco, Tencent Cloud",57.03,60.98,74.1,52.12,11,6,2.68,Less Suitable
CHN_CND_01314,Female,42,Guangzhou,Associate Degree,Data Science,9.35,17.6,Software Developer,Frontend Developer,Finance,ByteDance,10.37,17.87,Hybrid,Mid,"Tableau, Communication, Deep Learning, Alibaba Cloud, Docker, Power BI, ReactJS",Scrum Master,56.73,92.38,79.64,96.56,28,2,3.63,Less Suitable
CHN_CND_01315,Female,40,Tianjin,PhD,Cyber Security,9.86,18.7,Project Manager,HR Specialist,Retail,JD.com,59.44,66.6,Remote,Mid,"Alibaba Cloud, NLP, Java, Docker",Huawei HCIA,57.8,62.68,54.45,63.59,31,6,3.52,Moderately Suitable
CHN_CND_01316,Male,43,Guangzhou,Associate Degree,Business Analytics,7.89,11.6,Data Analyst,Frontend Developer,Telecommunications,Lenovo,35.15,37.26,Hybrid,Entry,"Cyber Security, Deep Learning, TensorFlow, SQL, Cloud Computing, Java, PyTorch, Communication",Huawei HCIA,91.88,60.98,67.56,51.03,12,7,4.59,Moderately Suitable
CHN_CND_01317,Male,23,Hangzhou,Associate Degree,Cloud Computing,7.81,6.9,Business Analyst,Security Engineer,Retail,JD.com,27.21,40.76,Hybrid,Mid,"Cyber Security, SQL, Java, NLP, Tableau, Cloud Computing, Communication","Alibaba Cloud Certification, PMP, Huawei HCIA",75.81,66.64,63.83,82.8,49,8,4.52,Less Suitable
CHN_CND_01318,Female,35,Guangzhou,Master,IoT Engineering,6.72,3.8,Business Analyst,Business Consultant,Education,NetEase,44.09,53.92,Onsite,Senior,"Python, Communication, Data Analysis, Cyber Security, Cloud Computing, Tableau",Huawei HCIA,63.66,70.45,84.96,81.94,24,4,4.07,Highly Suitable
CHN_CND_01319,Male,22,Nanjing,Master,Data Science,8.79,7.5,Project Manager,Security Engineer,Education,Alibaba,53.88,68.24,Remote,Senior,"Docker, ReactJS, Power BI, NodeJS","Tencent Cloud, Oracle",74.63,82.03,70.7,64.94,16,8,2.48,Highly Suitable
CHN_CND_01320,Male,43,Wuhan,Associate Degree,Business Analytics,6.09,18.0,AI Engineer,System Analyst,Manufacturing,JD.com,45.6,47.98,Onsite,Entry,"Cyber Security, Docker, Cloud Computing, Machine Learning, Communication, TensorFlow",Oracle,75.83,74.21,72.15,65.12,35,3,3.14,Less Suitable
CHN_CND_01321,Female,26,Wuhan,Master,Data Science,9.58,8.1,Business Analyst,DevOps Engineer,Retail,Tencent,16.85,21.48,Onsite,Mid,"Kubernetes, Python, NLP, Deep Learning, Cloud Computing, PyTorch, NodeJS","Scrum Master, Cisco",92.91,59.95,93.78,60.46,1,9,4.52,Moderately Suitable
CHN_CND_01322,Male,33,Wuhan,PhD,Marketing,9.4,3.7,AI Engineer,HR Specialist,Finance,Huawei,47.78,55.05,Hybrid,Mid,"TensorFlow, Data Analysis, SQL, NLP, Python, Machine Learning, Power BI, Cyber Security",Huawei HCIA,76.24,51.11,85.84,55.51,14,6,2.22,Less Suitable
CHN_CND_01323,Male,42,Tianjin,Associate Degree,Software Engineering,9.23,15.2,Project Manager,Security Engineer,Retail,Huawei,57.62,64.45,Remote,Entry,"Kubernetes, Java, Leadership, Deep Learning, Power BI, NodeJS, Communication","Alibaba Cloud Certification, Cisco",59.54,90.36,82.87,59.64,8,3,2.53,Highly Suitable
CHN_CND_01324,Female,38,Shanghai,PhD,Finance,8.28,18.4,Cyber Security Analyst,Security Engineer,Telecommunications,Tencent,16.99,26.44,Remote,Entry,"Docker, Python, Kubernetes, Machine Learning, TensorFlow, Leadership, Power BI","PMP, TensorFlow Developer",68.48,67.63,83.43,69.41,20,0,2.6,Moderately Suitable
CHN_CND_01325,Male,32,Hangzhou,PhD,IoT Engineering,8.15,1.1,Project Manager,AI Engineer,Finance,Huawei,29.25,31.93,Onsite,Mid,"Communication, Leadership, Machine Learning, Java, PyTorch, Kubernetes, Data Analysis",Tencent Cloud,65.36,76.68,56.71,96.63,32,1,4.17,Moderately Suitable
CHN_CND_01326,Female,25,Hangzhou,Diploma,Data Science,6.98,12.3,HR Manager,HR Specialist,Information Technology,Meituan,12.98,19.59,Remote,Entry,"Communication, Data Analysis, Power BI, Docker, Python, Java, NodeJS, ReactJS","Huawei HCIA, Tencent Cloud, Scrum Master",95.78,92.63,78.99,76.02,34,2,4.73,Highly Suitable
CHN_CND_01327,Female,41,Beijing,Bachelor,Marketing,6.59,2.1,Cyber Security Analyst,Frontend Developer,E-Commerce,Baidu,58.14,67.59,Hybrid,Entry,"SQL, NLP, Cloud Computing, Kubernetes, Docker, Deep Learning","Tencent Cloud, PMP",65.57,90.01,76.16,59.41,38,1,4.56,Highly Suitable
CHN_CND_01328,Female,33,Wuhan,MBA,Data Science,9.34,13.1,HR Manager,AI Engineer,Information Technology,Huawei,56.11,61.33,Onsite,Mid,"ReactJS, Docker, Kubernetes, Alibaba Cloud, NodeJS, Cloud Computing, Cyber Security, SQL","Tencent Cloud, TensorFlow Developer, Cisco",96.02,95.1,97.6,92.11,40,2,2.64,Highly Suitable
CHN_CND_01329,Female,44,Nanjing,Master,Software Engineering,9.01,10.5,Project Manager,System Analyst,Education,Meituan,35.93,43.65,Remote,Mid,"Alibaba Cloud, NodeJS, SQL, Deep Learning, Leadership","Oracle, Scrum Master",75.83,80.48,86.19,51.25,47,0,4.54,Moderately Suitable
CHN_CND_01330,Female,42,Hangzhou,PhD,Cyber Security,7.98,11.4,Software Developer,DevOps Engineer,Finance,Tencent,28.72,43.43,Hybrid,Senior,"Communication, SQL, Leadership, Docker, Cyber Security","Huawei HCIA, Tencent Cloud",77.61,85.62,74.23,61.23,37,8,2.89,Less Suitable
CHN_CND_01331,Female,27,Hangzhou,Master,Human Resources,8.57,13.6,AI Researcher,Security Engineer,Telecommunications,Tencent,58.86,71.65,Onsite,Entry,"Tableau, NodeJS, NLP, Alibaba Cloud, Deep Learning, Java, SQL","Alibaba Cloud Certification, Tencent Cloud, Scrum Master",86.8,96.82,97.99,98.45,37,0,2.54,Highly Suitable
CHN_CND_01332,Female,28,Guangzhou,PhD,Data Science,8.1,8.9,Business Analyst,Data Scientist,Finance,JD.com,48.29,59.91,Remote,Mid,"Docker, Tableau, Java, Cyber Security, TensorFlow, NodeJS, NLP, Leadership","TensorFlow Developer, Alibaba Cloud Certification",54.37,96.3,72.78,68.17,23,6,4.35,Moderately Suitable
